name,rank,model,chain_i,chain_j,iLIS,iLIA,iLISA,ipSAE,actifpTM,LIS,cLIS,LIA,cLIA,ipTM,pLDDT_i,pLDDT_j,pLDDT,pTM,LIR_i,LIR_j,cLIR_i,cLIR_j,LIpLDDT_i,LIpLDDT_j,LIpLDDT,cLIpLDDT_i,cLIpLDDT_j,cLIpLDDT,len_i,len_j,LIR_indices_i,LIR_indices_j,cLIR_indices_i,cLIR_indices_j,structure_file
BUB3___SETD1A,3,1,A,B,0.2223,550.7,122.4,0.1591,0.8967,0.1789,0.2762,4098.0,74.0,0.7100,89.4,30.0,39.6,0.330,318,20,25,16,90.6,44.9,87.9,88.8,47.4,72.6,328,1707,"[5-126,130-302,304-326]","[579-589,1295-1303]","[60,179-181,199-200,202,219-223,233-234,236,238,254,261,266-269,298-300]","[580-586,588-589,1296-1302]",BUB3___SETD1A_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb
BUB3___SETD1A,4,4,A,B,0.1645,699.9,115.1,0.0505,0.8651,0.1402,0.1930,4998.0,98.0,0.6800,86.9,28.7,38.1,0.330,312,24,25,17,88.5,44.4,85.3,82.1,47.4,68.1,328,1707,"[6-23,27-126,130-323]","[22,71-83,87,580-588]","[181,199-200,202,219-222,230-236,254,261,266-268,298-302]","[72-80,82,580-586]",BUB3___SETD1A_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_000.pdb
BUB3___SETD1A,5,5,A,B,0.2572,397.1,102.1,0.0507,0.8718,0.2041,0.3240,2976.0,53.0,0.6700,91.3,29.1,39.1,0.320,316,12,11,8,92.6,49.6,91.0,93.6,55.9,77.7,328,1707,"[6-24,26-126,130-325]",[579-590],"[202,219-223,261,266-269]","[580-586,589]",BUB3___SETD1A_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
COX5B___PRPF19,1,1,A,B,0.0000,0.0,0.0,0.0000,0.2696,0.0000,0.0000,0.0,0.0,0.2300,38.5,82.3,73.4,0.580,0,0,0,0,,,,,,,129,504,,,,,COX5B___PRPF19_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb
COX5B___PRPF19,2,4,A,B,0.0000,0.0,0.0,0.0000,0.1450,0.0000,0.0000,0.0,0.0,0.1800,41.5,81.6,73.4,0.570,0,0,0,0,,,,,,,129,504,,,,,COX5B___PRPF19_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb
COX5B___PRPF19,3,5,A,B,0.0000,0.0,0.0,0.0000,0.1289,0.0000,0.0000,0.0,0.0,0.1400,44.4,81.9,74.3,0.570,0,0,0,0,,,,,,,129,504,,,,,COX5B___PRPF19_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb
COX5B___PRPF19,4,3,A,B,0.0000,0.0,0.0,0.0000,0.1311,0.0000,0.0000,0.0,0.0,0.1400,39.7,81.7,73.1,0.570,0,0,0,0,,,,,,,129,504,,,,,COX5B___PRPF19_unrelaxed_rank_004_alphafold2_multimer_v3_model_3_seed_000.pdb
COX5B___PRPF19,5,2,A,B,0.0000,0.0,0.0,0.0000,0.1184,0.0000,0.0000,0.0,0.0,0.1300,44.0,83.1,75.1,0.570,0,0,0,0,,,,,,,129,504,,,,,COX5B___PRPF19_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb
COX5B___STIP1,1,4,A,B,0.0000,0.0,0.0,0.0000,0.1447,0.0000,0.0000,0.0,0.0,0.1700,34.9,78.5,70.1,0.400,0,0,0,0,,,,,,,129,543,,,,,COX5B___STIP1_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb
COX5B___STIP1,2,3,A,B,0.0000,0.0,0.0,0.0000,0.1395,0.0000,0.0000,0.0,0.0,0.1600,33.0,79.9,70.9,0.400,0,0,0,0,,,,,,,129,543,,,,,COX5B___STIP1_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb
COX5B___STIP1,3,1,A,B,0.0000,0.0,0.0,0.0000,0.1396,0.0000,0.0000,0.0,0.0,0.1500,34.2,81.3,72.3,0.400,0,0,0,0,,,,,,,129,543,,,,,COX5B___STIP1_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb
COX5B___STIP1,4,5,A,B,0.0000,0.0,0.0,0.0000,0.1349,0.0000,0.0000,0.0,0.0,0.1400,35.0,80.5,71.8,0.410,0,0,0,0,,,,,,,129,543,,,,,COX5B___STIP1_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb
COX5B___STIP1,5,2,A,B,0.0000,0.0,0.0,0.0000,0.1243,0.0000,0.0000,0.0,0.0,0.1400,38.9,81.3,73.2,0.400,0,0,0,0,,,,,,,129,543,,,,,COX5B___STIP1_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb
ENO1___MYH10,1,4,A,B,0.0000,0.0,0.0,0.0000,0.2130,0.0000,0.0000,0.0,0.0,0.2200,91.9,53.1,60.1,0.420,0,0,0,0,,,,,,,434,1976,,,,,ENO1___MYH10_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb
ENO1___MYH10,2,1,A,B,0.0000,0.0,0.0,0.0000,0.2055,0.0000,0.0000,0.0,0.0,0.2100,92.4,55.6,62.2,0.410,0,0,0,0,,,,,,,434,1976,,,,,ENO1___MYH10_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
ENO1___MYH10,3,3,A,B,0.0000,0.0,0.0,0.0000,0.2036,0.0000,0.0000,0.0,0.0,0.2100,92.4,57.8,64.0,0.420,0,0,0,0,,,,,,,434,1976,,,,,ENO1___MYH10_unrelaxed_rank_003_alphafold2_multimer_v3_model_3_seed_000.pdb
ENO1___MYH10,4,5,A,B,0.0000,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0,0.0,0.2100,92.4,54.5,61.3,0.420,0,0,0,0,,,,,,,434,1976,,,,,ENO1___MYH10_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb
ENO1___MYH10,5,2,A,B,0.0000,0.0,0.0,0.0000,0.1958,0.0000,0.0000,0.0,0.0,0.2100,92.9,54.5,61.4,0.420,0,0,0,0,,,,,,,434,1976,,,,,ENO1___MYH10_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb
ENO1___SEC31A,1,3,A,B,0.0000,0.0,0.0,0.0000,0.1633,0.0000,0.0000,0.0,0.0,0.2000,92.8,61.3,69.6,0.370,0,0,0,0,,,,,,,434,1220,,,,,ENO1___SEC31A_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
ENO1___SEC31A,2,1,A,B,0.0000,0.0,0.0,0.0000,0.1932,0.0000,0.0000,0.0,0.0,0.1900,93.5,58.6,67.8,0.380,0,0,0,0,,,,,,,434,1220,,,,,ENO1___SEC31A_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
ENO1___SEC31A,3,2,A,B,0.0000,0.0,0.0,0.0000,0.1591,0.0000,0.0000,0.0,0.0,0.1800,94.0,62.4,70.7,0.370,0,0,0,0,,,,,,,434,1220,,,,,ENO1___SEC31A_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.pdb
ENO1___SEC31A,4,5,A,B,0.0000,0.0,0.0,0.0000,0.1747,0.0000,0.0000,0.0,0.0,0.1800,93.8,59.9,68.8,0.370,0,0,0,0,,,,,,,434,1220,,,,,ENO1___SEC31A_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb
ENO1___SEC31A,5,4,A,B,0.0000,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0,0.0,0.1700,93.7,59.5,68.5,0.370,0,0,0,0,,,,,,,434,1220,,,,,ENO1___SEC31A_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_000.pdb
EPB41___BOP1,1,3,A,B,0.1566,311.5,48.8,0.0253,0.8037,0.1283,0.1911,1673.0,58.0,0.3200,45.7,64.9,54.6,0.370,227,12,21,9,87.3,48.4,85.3,81.0,50.7,71.9,864,746,"[212-218,221-223,226,230-243,245-256,262-266,268-274,280-293,295-297,299-320,324-326,328-335,363-364,366-367,370,379-424,427-453,461-491,504-522]",[54-65],"[434,437-444,470,474,477,481,484-485,488-489,504-507]",[56-64],EPB41___BOP1_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
EPB41___BOP1,2,2,A,B,0.2393,514.3,123.1,0.0394,0.8891,0.1935,0.2958,2875.0,92.0,0.3200,45.7,64.5,54.4,0.340,274,14,23,11,86.8,52.9,85.2,77.6,56.6,70.8,864,746,"[211-256,260,262-276,280-338,350,352-356,360-372,378-453,461-495,502-524]",[52-65],"[434,437-444,470,474,477,481,484,488-489,502-508]",[54-64],EPB41___BOP1_unrelaxed_rank_002_alphafold2_multimer_v3_model_2_seed_000.pdb
EPB41___BOP1,3,5,A,B,0.1425,175.4,25.0,0.0205,0.6394,0.1181,0.1721,992.0,31.0,0.3000,44.7,63.8,53.6,0.360,210,9,13,7,88.1,48.6,86.5,81.4,51.1,70.8,864,746,"[212-218,220-223,230-243,245-256,262-266,268-274,280-292,295-296,299-315,317-318,325,328-335,364,366-368,379-391,393-405,407,409-424,427-428,430-452,462-491,504-508,511-521]",[55-63],"[439-444,470,474,477,484,504-506]","[56-61,63]",EPB41___BOP1_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb
EPB41___BOP1,4,1,A,B,0.1430,320.8,45.9,0.0198,0.7585,0.1205,0.1697,1410.0,73.0,0.3000,45.4,62.8,53.5,0.340,207,11,21,9,84.9,52.2,83.3,79.6,54.4,72.0,864,746,"[213-217,221-223,230-243,245-255,263-266,269-274,281-292,294-318,324-326,328,331-333,382-407,409-424,427-453,461-491,503-522]",[55-65],"[434,437-444,470,474,477,481,484-485,488-489,504-507]",[56-64],EPB41___BOP1_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_000.pdb
EPB41___BOP1,5,4,A,B,0.0000,0.0,0.0,0.0000,0.3355,0.0000,0.0000,0.0,0.0,0.2000,42.8,60.9,51.2,0.350,0,0,0,0,,,,,,,864,746,,,,,EPB41___BOP1_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_000.pdb
EPB41___COX5B,1,5,A,B,0.0000,0.0,0.0,0.0000,0.2654,0.0000,0.0000,0.0,0.0,0.2600,48.5,45.4,48.1,0.410,0,0,0,0,,,,,,,864,129,,,,,EPB41___COX5B_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb
EPB41___COX5B,2,4,A,B,0.0000,0.0,0.0,0.0000,0.2285,0.0000,0.0000,0.0,0.0,0.2300,46.1,39.1,45.2,0.410,0,0,0,0,,,,,,,864,129,,,,,EPB41___COX5B_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb
EPB41___COX5B,3,1,A,B,0.0000,0.0,0.0,0.0000,0.2241,0.0000,0.0000,0.0,0.0,0.2200,49.1,41.2,48.1,0.420,0,0,0,0,,,,,,,864,129,,,,,EPB41___COX5B_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb
EPB41___COX5B,4,2,A,B,0.0000,0.0,0.0,0.0000,0.2070,0.0000,0.0000,0.0,0.0,0.2100,48.1,46.8,47.9,0.420,0,0,0,0,,,,,,,864,129,,,,,EPB41___COX5B_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb
EPB41___COX5B,5,3,A,B,0.0000,0.0,0.0,0.0000,0.1905,0.0000,0.0000,0.0,0.0,0.1900,48.4,45.4,48.0,0.410,0,0,0,0,,,,,,,864,129,,,,,EPB41___COX5B_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_000.pdb
EPB41___MTARC1,1,3,A,B,0.1555,1356.4,211.0,0.0820,0.7301,0.1082,0.2234,21646.0,85.0,0.5300,47.1,82.6,57.1,0.470,202,275,14,24,90.9,94.1,92.7,77.2,86.2,82.9,864,337,"[212-223,231-254,264,270-271,281-403,411-413,415-417,420-423,432-433,471-474,476-483,485-487,518,520,527-537]","[54-119,123-137,141-334]","[338-339,341-344,375-381,530]","[102-105,107-108,150-153,271-274,286-288,291-292,295,309-312]",EPB41___MTARC1_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
EPB41___MTARC1,2,4,A,B,0.0258,112.7,2.9,0.0121,0.4634,0.0300,0.0221,1813.0,7.0,0.3500,45.5,83.1,56.1,0.410,33,245,3,5,89.0,93.2,92.7,73.8,80.5,78.0,864,337,"[306-311,326-341,343,355,367-372,379,382,386]","[55,57-82,84-85,88-118,124-128,133-134,146-161,163-174,176-184,187-201,203-215,217-254,256-259,262-325,327-333]","[338-339,341]","[102,107-108,273-274]",EPB41___MTARC1_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb
EPB41___MTARC1,3,5,A,B,0.0000,0.0,0.0,0.0000,0.2234,0.0000,0.0000,0.0,0.0,0.1800,46.0,81.5,56.0,0.380,0,0,0,0,,,,,,,864,337,,,,,EPB41___MTARC1_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb
EPB41___MTARC1,4,1,A,B,0.0000,0.0,0.0,0.0000,0.1712,0.0000,0.0000,0.0,0.0,0.1600,46.8,81.4,56.5,0.380,0,0,0,0,,,,,,,864,337,,,,,EPB41___MTARC1_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_000.pdb
EPB41___MTARC1,5,2,A,B,0.0000,0.0,0.0,0.0000,0.1527,0.0000,0.0000,0.0,0.0,0.1600,47.2,82.1,57.0,0.380,0,0,0,0,,,,,,,864,337,,,,,EPB41___MTARC1_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb
ERLIN1___COX5B,1,1,A,B,0.0508,39.5,2.0,0.0187,0.3393,0.0478,0.0541,130.0,12.0,0.2300,77.8,40.2,67.6,0.440,92,4,8,3,87.1,40.9,85.2,81.7,40.7,70.5,348,129,"[25,27-38,42,49,51-52,59-75,77-78,80,84,86-99,101-102,105-107,109,111-115,117-123,126,130,137,143,145,151-153,156,159-160,163-169,171,173,176,178]",[28-31],"[65,70-74,114,119]",[29-31],ERLIN1___COX5B_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb
ERLIN1___COX5B,2,4,A,B,0.0000,0.0,0.0,0.0000,0.1098,0.0000,0.0000,0.0,0.0,0.1200,65.2,38.9,58.1,0.390,0,0,0,0,,,,,,,348,129,,,,,ERLIN1___COX5B_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb
ERLIN1___COX5B,3,2,A,B,0.0000,0.0,0.0,0.0000,0.1172,0.0000,0.0000,0.0,0.0,0.1100,76.4,45.5,68.0,0.420,0,0,0,0,,,,,,,348,129,,,,,ERLIN1___COX5B_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.pdb
ERLIN1___COX5B,4,3,A,B,0.0000,0.0,0.0,0.0000,0.1091,0.0000,0.0000,0.0,0.0,0.1100,74.7,39.4,65.2,0.410,0,0,0,0,,,,,,,348,129,,,,,ERLIN1___COX5B_unrelaxed_rank_004_alphafold2_multimer_v3_model_3_seed_000.pdb
ERLIN1___COX5B,5,5,A,B,0.0000,0.0,0.0,0.0000,0.0966,0.0000,0.0000,0.0,0.0,0.1000,69.8,38.7,61.4,0.400,0,0,0,0,,,,,,,348,129,,,,,ERLIN1___COX5B_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
ERLIN2___SEC31A,1,4,A,B,0.0000,0.0,0.0,0.0000,0.3197,0.0000,0.0000,0.0,0.0,0.2800,61.3,61.3,61.3,0.390,0,0,0,0,,,,,,,339,1220,,,,,ERLIN2___SEC31A_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb
ERLIN2___SEC31A,2,1,A,B,0.0000,0.0,0.0,0.0000,0.2585,0.0000,0.0000,0.0,0.0,0.2400,68.1,61.3,62.8,0.360,0,0,0,0,,,,,,,339,1220,,,,,ERLIN2___SEC31A_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
ERLIN2___SEC31A,3,3,A,B,0.0000,0.0,0.0,0.0000,0.1983,0.0000,0.0000,0.0,0.0,0.1700,69.5,62.3,63.9,0.380,0,0,0,0,,,,,,,339,1220,,,,,ERLIN2___SEC31A_unrelaxed_rank_003_alphafold2_multimer_v3_model_3_seed_000.pdb
ERLIN2___SEC31A,4,2,A,B,0.0000,0.0,0.0,0.0000,0.1634,0.0000,0.0000,0.0,0.0,0.1700,67.6,63.1,64.1,0.390,0,0,0,0,,,,,,,339,1220,,,,,ERLIN2___SEC31A_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb
ERLIN2___SEC31A,5,5,A,B,0.0000,0.0,0.0,0.0000,0.1809,0.0000,0.0000,0.0,0.0,0.1700,65.2,61.1,62.0,0.350,0,0,0,0,,,,,,,339,1220,,,,,ERLIN2___SEC31A_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
GPD2___ERLIN2,1,4,A,B,0.0000,0.0,0.0,0.0000,0.1436,0.0000,0.0000,0.0,0.0,0.1600,83.0,58.1,75.1,0.620,0,0,0,0,,,,,,,727,339,,,,,GPD2___ERLIN2_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb
GPD2___ERLIN2,2,2,A,B,0.0000,0.0,0.0,0.0000,0.1442,0.0000,0.0000,0.0,0.0,0.1600,84.0,67.4,78.7,0.610,0,0,0,0,,,,,,,727,339,,,,,GPD2___ERLIN2_unrelaxed_rank_002_alphafold2_multimer_v3_model_2_seed_000.pdb
GPD2___ERLIN2,3,1,A,B,0.0000,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0,0.0,0.1600,82.8,63.9,76.8,0.600,0,0,0,0,,,,,,,727,339,,,,,GPD2___ERLIN2_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb
GPD2___ERLIN2,4,3,A,B,0.0000,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0,0.0,0.1600,82.1,67.6,77.5,0.600,0,0,0,0,,,,,,,727,339,,,,,GPD2___ERLIN2_unrelaxed_rank_004_alphafold2_multimer_v3_model_3_seed_000.pdb
GPD2___ERLIN2,5,5,A,B,0.0000,0.0,0.0,0.0000,0.1403,0.0000,0.0000,0.0,0.0,0.1500,81.7,62.6,75.6,0.600,0,0,0,0,,,,,,,727,339,,,,,GPD2___ERLIN2_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
HARS2___ACTN4,1,3,A,B,0.0000,0.0,0.0,0.0000,0.1966,0.0000,0.0000,0.0,0.0,0.2100,77.6,77.8,77.7,0.430,0,0,0,0,,,,,,,506,911,,,,,HARS2___ACTN4_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
HARS2___ACTN4,2,1,A,B,0.0000,0.0,0.0,0.0000,0.2898,0.0000,0.0000,0.0,0.0,0.2000,80.6,74.3,76.5,0.390,0,0,0,0,,,,,,,506,911,,,,,HARS2___ACTN4_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
HARS2___ACTN4,3,4,A,B,0.0000,0.0,0.0,0.0000,0.1996,0.0000,0.0000,0.0,0.0,0.1800,79.1,78.2,78.5,0.420,0,0,0,0,,,,,,,506,911,,,,,HARS2___ACTN4_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_000.pdb
HARS2___ACTN4,4,5,A,B,0.0000,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0,0.0,0.1600,77.7,76.3,76.8,0.410,0,0,0,0,,,,,,,506,911,,,,,HARS2___ACTN4_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb
